48
# x y z
0	137	0
2.5	137.57446808511	0
5	138.14893617021	0
7.5	138.72340425532	0
10	139.29787234043	0
12.5	139.87234042553	0
15	140.44680851064	0
17.5	141.02127659574	0
20	141.59574468085	0
22.5	142.17021276596	0
25	142.74468085106	0
27.5	143.31914893617	0
30	143.89361702128	0
32.5	144.46808510638	0
35	145.04255319149	0
37.5	145.6170212766	0
40	146.1914893617	0
42.5	146.76595744681	0
45	147.34042553191	0
47.5	147.91489361702	0
50	148.48936170213	0
52.5	149.06382978723	0
55	149.63829787234	0
57.5	150.21276595745	0
60	150.78723404255	0
62.5	151.36170212766	0
65	151.93617021277	0
67.5	152.51063829787	0
70	153.08510638298	0
72.5	153.65957446809	0
75	154.23404255319	0
77.5	154.8085106383	0
80	155.3829787234	0
82.5	155.95744680851	0
85	156.53191489362	0
87.5	157.10638297872	0
90	157.68085106383	0
92.5	158.25531914894	0
95	158.82978723404	0
97.5	159.40425531915	0
100	159.97872340426	0
102.5	160.55319148936	0
105	161.12765957447	0
107.5	161.70212765957	0
110	162.27659574468	0
112.5	162.85106382979	0
115	163.42553191489	0
117.5	164	0
2256
# g s err t valid 
2	1	1.01004685204983e-03	9.33659992109899e-03	1
3	1	1.02009370409965e-03	1.95935701481430e-02	1
4	1	1.02870078558892e-03	2.83697349351977e-02	1
5	1	1.03441522966303e-03	3.25997495087775e-02	1
6	1	1.03875284693744e-03	3.89675202442368e-02	1
7	1	1.04524191871446e-03	4.31396606733268e-02	1
8	1	1.04945561973580e-03	4.88708098485625e-02	1
9	1	1.05512651124013e-03	5.54823178457819e-02	1
10	1	1.06023731466944e-03	6.18794483609018e-02	1
11	1	1.06530868231077e-03	6.38484247540921e-02	1
12	1	1.07013552937343e-03	7.16607843388492e-02	1
13	1	1.07185693585047e-03	7.15573905204285e-02	1
14	1	1.07396369504243e-03	7.33626749878389e-02	1
15	1	1.07575439798089e-03	7.70306551061114e-02	1
16	1	1.07797579390935e-03	7.98067561745866e-02	1
17	1	1.07986369897068e-03	7.80374117154807e-02	1
18	1	1.08161925271629e-03	8.08626353402559e-02	1
19	1	1.08375483234745e-03	8.43866211444837e-02	1
20	1	1.08580565915096e-03	8.68678188183268e-02	1
21	1	1.08774101839674e-03	8.64168328229673e-02	1
22	1	1.08975943927021e-03	8.83107180317589e-02	1
23	1	1.09166395187289e-03	9.16623637831986e-02	1
24	1	1.09366504956460e-03	9.22272598720303e-02	1
25	1	1.09564686327723e-03	9.52309428612946e-02	1
26	1	1.09753879570051e-03	9.89274134707376e-02	1
27	1	1.09947398473613e-03	9.96066557815268e-02	1
28	1	1.10143013013254e-03	1.01593077664888e-01	1
29	1	1.10380546063923e-03	1.00765883072913e-01	1
30	1	1.10541324896319e-03	1.05018731037929e-01	1
